status,file_name,parameters,email,ip,length,num_dots,num_hyph,num_underline,num_slash,num_at_sign,num_plus,num_and,num_equal,num_question,protocol_http,protocol_https,subdomain_label,second_domain_label,top_domain_label
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,0,1,2602,2718,110
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,0,1,2602,607,159
0,1,0,0,0,36,1,0,0,4,0,0,0,0,0,0,1,1535,540,110
1,1,0,0,0,34,3,0,0,3,0,0,0,0,0,1,0,843,4086,147
0,1,0,0,0,29,2,0,0,4,0,0,0,0,0,0,1,1535,4836,110
0,1,0,0,0,137,3,8,0,7,0,0,0,0,0,1,0,2602,1574,120
1,0,0,0,0,18,2,0,0,3,0,0,0,0,0,1,0,1725,5757,97
0,0,0,0,0,28,2,2,0,3,0,0,0,0,0,0,1,2602,3776,114
0,0,0,0,0,27,1,0,0,3,0,0,0,0,0,0,1,1535,3743,228
0,0,0,0,0,97,2,9,0,6,0,0,0,0,0,1,0,2602,1545,110
0,1,0,0,0,100,2,6,0,4,0,0,0,0,0,1,0,2020,5040,110
1,1,0,0,0,81,2,1,0,9,0,0,0,0,0,1,0,1535,375,208
1,1,0,0,0,72,2,0,0,6,0,0,0,0,0,0,1,2056,2694,110
1,0,1,1,0,380,4,2,0,3,1,0,1,2,1,1,0,200,3652,68
1,1,0,0,0,57,2,0,0,6,0,0,0,0,0,1,0,1535,2050,110
0,0,0,0,0,27,2,0,0,2,0,0,0,0,0,1,0,1271,5319,110
1,1,0,0,0,123,1,0,0,8,0,0,0,0,0,1,0,1535,3078,110
1,0,0,0,0,24,1,0,0,4,0,0,0,0,0,1,0,1535,1032,195
1,0,0,0,0,35,2,0,0,5,0,0,0,0,0,0,1,2602,1596,104
1,1,0,0,0,18,1,0,0,3,0,0,0,0,0,0,1,1535,4442,149
1,1,0,0,0,47,3,1,0,5,0,0,0,0,0,1,0,2602,2716,110
0,1,0,0,0,36,2,0,0,3,0,0,0,0,0,1,0,1535,3336,213
1,1,1,0,0,57,1,3,1,4,0,0,0,1,1,0,1,1535,36,189
1,0,0,0,0,77,2,1,1,6,0,0,0,0,0,1,0,2602,4930,110
0,0,0,0,0,25,2,0,0,3,0,0,0,0,0,0,1,2602,3892,80
1,1,0,0,0,31,3,0,0,3,0,0,0,0,0,0,1,2602,499,113
1,0,0,0,0,36,2,0,0,3,0,0,0,0,0,0,1,828,752,110
1,1,0,0,0,68,4,0,0,4,0,0,0,0,0,1,0,2043,1542,110
0,1,0,0,0,79,3,5,0,4,0,0,0,0,0,1,0,2602,603,110
0,0,0,0,0,58,2,2,0,4,0,0,0,0,0,1,0,2602,3600,110
1,0,0,0,0,101,1,0,0,5,0,0,0,1,0,1,0,1535,2630,110
1,1,0,0,0,44,2,0,0,3,0,0,0,0,0,0,1,1662,409,171
0,0,0,0,0,99,2,5,1,8,0,0,0,0,0,0,1,2602,39,110
0,0,0,0,0,26,2,0,0,3,0,0,0,0,0,1,0,2602,1569,208
0,0,0,0,0,34,1,0,0,4,0,0,0,0,0,1,0,1535,4058,208
1,0,0,0,0,34,1,0,0,5,0,0,0,0,0,1,0,1535,3227,93
0,0,0,0,0,31,2,0,0,2,0,0,0,0,0,1,0,2602,598,110
0,1,0,0,0,62,2,2,0,4,0,0,0,0,0,1,0,2020,5040,110
0,0,0,0,0,26,2,0,0,3,0,0,0,0,0,1,0,2602,2157,110
1,0,0,0,0,34,2,1,0,3,0,0,0,0,0,1,0,344,1510,264
0,1,0,0,0,55,2,0,3,4,0,0,0,0,0,0,1,843,5692,208
1,1,0,0,0,88,3,4,0,7,0,0,0,0,0,1,0,2602,2100,110
1,0,0,0,0,33,1,0,0,4,0,0,0,0,0,1,0,1535,4649,110
1,0,0,0,0,38,2,1,0,3,0,0,0,0,0,0,1,119,5503,68
0,0,0,0,0,33,2,0,0,3,0,0,0,0,0,0,1,865,5742,110
1,1,0,0,0,61,3,1,0,6,0,0,0,0,0,1,0,2602,605,121
1,0,0,0,0,29,2,0,0,3,0,0,0,0,0,0,1,2411,5319,110
0,0,0,0,0,32,2,0,0,2,0,0,0,0,0,1,0,213,746,110
1,0,0,0,0,43,1,0,0,5,0,0,0,0,0,1,0,1535,2591,110
1,0,0,0,0,36,2,0,0,4,0,0,0,0,0,1,0,1121,5002,110
0,0,0,0,0,29,2,0,0,3,0,0,0,0,0,1,0,2602,4080,110
1,1,0,0,0,89,3,1,0,8,0,0,0,0,0,1,0,2389,151,149
1,1,0,0,0,32,2,0,0,4,0,0,0,0,0,1,0,1535,953,110
0,0,0,0,0,74,2,3,0,6,0,0,0,0,0,0,1,2602,433,208
0,0,0,0,0,27,2,1,0,3,0,0,0,0,0,0,1,2602,1133,110
1,0,0,0,0,55,2,1,0,5,0,0,0,0,0,0,1,2602,981,123
0,1,0,0,0,81,4,0,2,7,0,0,0,0,0,1,0,2863,1608,233
0,1,0,0,0,83,2,9,0,5,0,0,0,0,0,1,0,2602,1556,110
1,1,1,1,0,71,3,0,0,5,1,0,0,1,1,0,1,1535,916,110
0,0,0,0,0,27,2,0,0,3,0,0,0,0,0,1,0,2602,3143,110
0,1,0,0,0,74,3,3,0,5,0,0,0,0,0,0,1,1036,752,228
1,0,0,0,0,46,2,0,0,5,0,0,0,0,0,1,0,2602,2515,110
1,0,0,0,0,40,3,0,0,4,0,0,0,0,0,1,0,1113,151,149
0,0,0,0,0,78,3,4,0,6,0,0,0,0,0,1,0,2844,1153,74
1,0,0,0,0,99,1,2,2,10,0,0,0,0,0,1,0,1535,5853,110
1,0,1,0,0,65,2,0,1,6,0,0,1,2,1,0,1,2602,4892,110
1,1,0,0,0,39,3,0,0,4,0,0,0,0,0,0,1,1559,3626,150
1,1,0,0,0,67,2,1,0,8,0,0,0,0,0,1,0,1535,3961,273
1,0,0,0,0,58,5,0,0,4,0,0,0,0,0,1,0,590,1608,153
0,1,0,0,0,54,2,0,2,4,0,0,0,0,0,0,1,2568,3370,110
0,1,0,0,0,56,2,0,1,4,0,0,0,0,0,1,0,2602,656,110
1,0,0,0,0,32,3,1,0,3,0,0,0,0,0,1,0,2506,3897,195
1,1,0,0,0,52,3,0,0,10,0,0,0,0,0,1,0,1688,1153,74
0,1,0,0,0,61,3,3,0,3,0,0,0,0,0,1,0,2602,917,110
0,0,0,0,0,30,2,0,0,3,0,0,0,0,0,1,0,2602,249,110
1,1,0,0,0,59,3,0,0,5,0,0,0,0,0,1,0,2602,4604,110
1,0,0,0,0,60,1,0,0,5,0,0,0,0,0,1,0,1535,4524,110
1,0,1,0,0,127,4,1,2,5,0,0,2,3,1,1,0,2244,1542,110
0,1,0,0,0,40,2,0,0,4,0,0,0,0,0,0,1,2602,2210,114
0,0,0,0,0,31,2,0,0,2,0,0,0,0,0,0,1,1829,5644,200
0,0,0,0,0,80,3,6,0,5,0,0,0,0,0,0,1,963,1433,110
1,1,0,0,0,44,2,1,0,4,0,0,0,0,0,1,0,2602,744,110
1,0,0,0,0,43,2,0,0,2,0,0,0,0,0,1,0,2228,752,110
0,1,0,0,0,66,2,0,0,6,0,0,0,0,0,0,1,2602,1927,110
1,0,0,0,0,95,2,1,0,12,0,0,0,0,0,1,0,2602,3700,110
0,1,1,0,0,64,2,0,1,4,0,0,1,2,1,1,0,2212,3266,110
1,1,0,0,0,21,1,0,0,3,0,0,0,0,0,1,0,1535,3813,177
1,0,0,0,0,39,2,0,0,4,0,0,0,0,0,1,0,2602,2149,110
0,0,0,0,0,20,2,1,0,3,0,0,0,0,0,1,0,2602,5304,228
0,1,0,0,0,108,2,6,0,4,0,0,0,0,0,0,1,110,5121,110
1,1,0,0,0,48,5,0,0,3,0,0,0,0,0,0,1,952,427,110
1,0,0,0,0,33,3,0,0,3,0,0,0,0,0,1,0,1350,1153,88
1,0,0,0,0,18,2,0,0,2,0,0,0,0,0,1,0,2231,937,0
0,1,0,0,0,33,1,0,0,4,0,0,0,0,0,1,0,1535,5739,228
0,1,0,0,0,36,2,0,0,3,0,0,0,0,0,0,1,2602,1815,110
1,0,0,0,0,68,3,1,0,7,0,0,0,0,0,1,0,1774,1222,110
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,0,1,1584,4040,110
0,0,0,0,0,49,2,0,2,5,0,0,0,0,0,0,1,2602,4409,110
0,1,0,0,0,50,3,0,0,4,0,0,0,0,0,1,0,2602,527,208
1,1,0,0,0,70,5,2,0,4,0,0,0,0,0,0,1,74,427,110
0,1,1,0,0,108,4,2,0,7,0,0,0,1,1,0,1,1927,5458,120
0,1,0,0,0,45,2,0,1,4,0,0,0,0,0,0,1,1963,5692,208
1,0,1,0,0,53,2,3,0,3,0,0,0,0,1,0,1,1762,752,80
0,0,0,0,0,41,2,0,0,3,0,0,0,0,0,0,1,2602,3603,110
1,1,1,0,0,238,2,0,1,8,0,0,2,3,1,0,1,1535,2869,110
0,0,0,0,0,22,2,0,0,3,0,0,0,0,0,0,1,2602,1051,104
1,0,1,0,0,186,2,7,2,5,0,0,4,5,1,1,0,2602,2015,110
1,1,0,0,0,46,5,0,0,3,0,0,0,0,0,0,1,1574,427,110
0,1,0,0,0,48,3,0,0,4,0,0,0,0,0,0,1,2602,1170,110
0,1,0,0,0,54,2,0,3,4,0,0,0,0,0,1,0,2395,153,228
1,0,1,0,0,137,5,3,1,13,0,0,1,2,1,1,0,805,3641,204
0,0,0,0,0,34,2,0,0,5,0,1,0,0,0,1,0,2602,5824,110
0,0,0,0,0,24,2,0,0,3,0,0,0,0,0,0,1,2602,4076,113
1,0,0,0,0,32,2,0,0,3,0,0,0,0,0,1,0,2256,3541,195
0,1,0,0,0,61,2,3,0,4,0,0,0,0,0,0,1,2602,3025,110
1,1,1,0,0,164,3,1,1,8,0,0,1,2,1,1,0,2602,2030,110
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,1,0,2602,1819,113
1,0,0,0,0,77,1,1,0,10,0,0,0,0,0,1,0,1535,4179,110
1,1,0,0,0,57,2,0,1,4,0,0,0,0,0,0,1,1535,230,110
0,1,0,0,0,91,2,0,5,8,0,0,0,0,0,0,1,1535,3413,208
0,1,0,0,0,42,3,0,0,5,0,0,0,0,0,1,0,843,153,228
1,1,0,0,0,59,3,1,0,3,0,0,0,0,0,1,0,1733,1108,72
1,1,0,1,0,64,5,0,0,3,1,0,0,0,0,1,0,2421,427,110
1,1,1,0,0,126,4,1,2,4,0,0,2,3,1,1,0,2244,1542,110
0,1,1,0,0,44,3,0,0,3,0,0,0,1,1,1,0,2602,4603,157
1,0,1,0,0,51,2,1,0,3,0,0,0,1,1,0,1,137,409,171
0,0,0,0,0,33,2,0,0,4,0,0,0,0,0,1,0,2602,3192,110
1,0,0,0,0,34,2,0,0,3,0,0,0,0,0,1,0,1029,2994,110
0,0,0,0,0,36,2,0,0,3,0,0,0,0,0,0,1,1836,752,110
1,1,1,0,0,292,2,0,3,18,0,0,1,2,1,1,0,1535,5381,113
0,0,0,0,0,15,1,0,0,2,0,0,0,0,0,1,0,1535,4978,147
0,0,0,0,0,31,2,0,0,3,0,0,0,0,0,1,0,2602,2334,110
1,1,1,0,1,188,4,0,1,3,0,0,2,3,1,1,0,18,83,56
1,1,0,0,0,64,2,1,1,5,0,0,0,0,0,0,1,1250,3987,110
0,1,0,0,0,55,4,1,1,5,0,0,0,0,0,1,0,1237,3596,136
1,0,0,0,0,58,2,4,0,3,0,0,0,0,0,0,1,1898,752,110
0,0,0,0,0,109,2,11,0,7,0,0,0,0,0,1,0,2602,1545,110
0,1,0,0,0,72,2,3,0,6,0,0,0,0,0,1,0,2603,2449,110
1,0,0,0,0,43,4,3,0,3,0,0,0,0,0,0,1,1585,427,110
1,1,1,1,0,229,14,0,0,4,1,0,8,3,1,1,0,2602,4634,110
0,0,0,0,0,79,2,6,0,7,0,0,0,0,0,0,1,2602,2405,110
0,1,0,0,0,55,3,0,0,6,0,0,0,0,0,1,0,2602,889,93
0,0,0,0,0,24,3,0,0,3,0,0,0,0,0,0,1,2803,1153,88
1,0,0,0,0,18,2,0,0,3,0,0,0,0,0,1,0,1076,56,107
1,1,0,0,0,53,3,0,0,5,0,0,0,0,0,1,0,2602,407,110
0,1,0,0,0,48,2,1,0,4,0,0,0,0,0,1,0,2552,5040,110
0,1,0,0,0,85,4,1,0,8,0,0,0,0,0,1,0,2700,4154,120
0,1,0,0,0,98,2,14,0,3,0,0,0,0,0,0,1,2602,4252,110
1,1,0,0,0,96,2,1,0,8,0,0,0,0,0,1,0,1535,2171,110
1,1,0,0,0,64,2,0,0,8,0,0,1,1,0,1,0,196,1153,88
1,0,0,0,0,34,2,1,0,3,0,0,0,0,0,0,1,1230,5807,110
1,0,0,0,0,33,1,0,0,3,0,0,0,0,0,0,1,1535,5592,259
0,1,0,0,0,60,3,0,0,5,0,0,0,0,0,1,0,2602,3843,110
0,0,1,0,0,58,2,0,0,3,0,0,0,1,1,0,1,2602,5874,110
0,0,0,0,0,32,2,0,0,3,0,0,0,0,0,0,1,2602,553,110
1,1,0,0,0,36,2,1,0,3,0,0,0,0,0,0,1,2602,4642,195
0,0,0,0,0,22,1,1,0,3,0,0,0,0,0,0,1,1535,1842,278
1,1,0,0,0,167,2,1,0,4,0,0,0,0,0,1,0,966,2535,110
0,1,0,0,0,44,3,0,0,3,0,0,0,0,0,1,0,1694,5214,110
0,1,0,0,0,59,2,0,0,4,0,0,0,0,0,1,0,2020,5040,110
0,0,0,0,0,34,2,0,0,2,0,0,0,0,0,1,0,1907,589,110
0,1,0,0,0,50,3,0,0,5,0,0,0,0,0,1,0,1660,3876,120
0,0,0,0,0,34,2,0,0,3,0,0,0,0,0,0,1,2602,5497,110
0,1,0,0,0,64,4,1,0,5,0,0,0,1,0,0,1,1567,3356,110
0,1,0,0,0,30,1,1,0,3,0,0,0,0,0,1,0,1535,3079,110
1,1,0,0,0,54,2,1,0,3,0,0,0,0,0,0,1,2080,2418,110
0,1,0,0,0,34,2,0,0,4,0,0,0,0,0,0,1,843,5692,208
0,1,0,0,0,67,3,1,0,4,0,0,0,0,0,1,0,2602,861,110
0,1,0,0,0,41,2,0,1,4,0,0,0,0,0,0,1,843,5692,208
1,0,0,0,0,24,2,0,0,2,0,0,0,0,0,1,0,834,5856,110
1,1,1,1,0,194,4,4,1,9,1,0,8,8,1,1,0,1535,4579,110
0,0,0,0,0,28,2,1,0,3,0,0,0,0,0,0,1,2602,4527,110
1,1,0,0,0,122,16,2,1,3,0,0,0,0,0,1,0,385,1153,193
1,0,1,0,0,126,4,1,2,5,0,0,2,3,1,0,1,2244,1542,110
1,1,0,0,0,45,5,0,0,3,0,0,0,0,0,1,0,952,427,110
0,0,0,0,0,30,2,0,0,3,0,0,0,0,0,0,1,2602,1722,110
1,1,0,0,0,81,2,1,2,6,0,0,0,0,0,0,1,1535,4855,110
1,1,0,0,0,56,2,0,0,6,0,0,0,0,0,1,0,1535,3145,110
1,0,0,0,0,28,2,0,0,2,0,0,0,0,0,0,1,2602,3986,195
0,0,0,0,0,61,1,4,0,4,0,0,0,0,0,1,0,1535,398,208
0,1,0,0,0,59,3,1,0,3,0,0,0,0,0,1,0,2602,667,110
0,1,0,0,0,71,3,2,0,6,0,0,0,0,0,1,0,2602,3138,110
0,1,0,0,0,48,3,0,0,4,0,0,0,0,0,0,1,2602,1170,110
0,1,0,0,0,65,3,4,0,3,0,0,0,0,0,1,0,2583,1040,110
0,0,0,0,0,30,2,0,0,3,0,0,0,0,0,1,0,2602,1448,110
1,1,0,0,0,67,3,3,0,3,0,0,0,0,0,0,1,2602,3574,153
1,1,1,0,0,324,3,5,4,7,0,0,4,5,1,0,1,1628,4615,110
1,0,0,0,0,29,1,1,0,4,0,0,0,0,0,1,0,1535,2908,110
1,0,1,0,0,131,5,1,2,5,0,0,2,3,1,1,0,2946,1542,110
1,1,1,0,0,70,3,0,0,4,0,0,0,1,1,0,1,2345,1126,266
0,1,0,0,0,110,2,13,0,3,0,0,0,0,0,1,0,2602,2451,110
1,1,0,0,0,39,2,0,0,4,0,0,0,0,0,0,1,2602,271,208
1,1,0,0,0,77,1,0,0,5,0,0,0,0,0,1,0,1535,4604,110
1,1,0,0,0,121,2,2,4,7,0,0,0,0,0,0,1,1494,4615,110
0,0,0,0,0,24,2,1,0,3,0,0,0,0,0,1,0,2602,4942,228
0,0,0,0,0,82,1,7,0,7,0,0,0,0,0,0,1,1535,125,110
0,0,0,0,0,64,2,2,0,6,0,0,0,0,0,1,0,2602,5240,110
1,0,0,0,0,34,2,0,0,2,0,0,0,0,0,1,0,2237,752,110
0,1,0,0,0,36,2,1,0,3,0,0,0,0,0,1,0,2602,3621,110
1,1,0,0,0,48,2,1,0,4,0,0,0,0,0,1,0,1062,1153,271
0,0,0,0,0,25,2,1,0,3,0,0,0,0,0,0,1,2602,1586,110
1,1,0,0,0,51,2,2,0,4,0,0,0,0,0,1,0,2602,17,110
1,1,1,0,0,126,4,1,2,4,0,0,2,3,1,1,0,2244,1542,110
0,1,0,0,0,47,3,0,1,6,0,1,0,0,0,0,1,2602,2939,129
1,0,0,0,0,36,1,0,0,5,0,0,0,0,0,1,0,1535,1419,185
0,1,0,0,0,44,4,0,0,4,0,0,0,0,0,0,1,2826,1126,284
0,1,0,0,0,45,2,2,0,3,0,0,0,0,0,0,1,2602,3863,110
0,1,0,0,0,72,2,4,0,4,0,0,0,0,0,1,0,2602,3742,110
0,0,0,0,0,23,2,0,0,3,0,0,0,0,0,1,0,2602,3620,110
1,0,0,0,0,73,1,1,0,5,0,0,0,0,0,1,0,1535,4090,110
0,1,0,0,0,54,2,0,1,5,0,0,0,0,0,0,1,843,5687,208
0,0,0,0,0,22,2,0,0,3,0,0,0,0,0,0,1,2602,4782,110
0,0,0,0,0,29,2,0,0,3,0,0,0,0,0,1,0,2602,2904,110
0,0,0,0,0,27,3,0,0,3,0,0,0,0,0,0,1,2694,1153,74
1,1,0,0,0,40,3,0,0,3,0,0,0,0,0,0,1,3026,1139,156
0,1,0,0,0,51,2,2,0,4,0,0,0,0,0,0,1,2602,1411,110
0,1,1,0,0,43,2,0,0,3,0,0,0,1,1,0,1,2602,5844,110
0,0,0,0,0,23,3,0,0,2,0,0,0,0,0,0,1,2998,1153,74
0,0,0,0,0,44,3,0,0,5,0,0,0,0,0,0,1,2117,2154,110
1,0,0,0,0,34,2,1,0,3,0,0,0,0,0,0,1,2232,1887,110
0,1,0,0,0,44,3,0,0,4,0,0,0,0,0,1,0,2602,2474,110
1,1,1,0,0,123,5,0,2,4,0,0,2,3,1,0,1,2921,1542,110
1,1,1,0,0,141,2,2,3,7,0,0,0,1,1,0,1,2301,4615,110
1,1,0,0,0,33,1,1,0,3,0,0,0,0,0,0,1,1535,5190,110
1,1,0,0,0,56,2,1,0,7,0,0,0,0,0,0,1,1535,2205,110
0,1,0,0,0,74,3,2,0,6,0,0,0,0,0,1,0,2602,2483,110
0,1,0,0,0,130,1,10,0,6,0,0,0,0,0,0,1,1535,172,110
0,1,0,0,0,45,3,0,0,5,0,0,0,0,0,1,0,2602,5642,110
1,1,0,0,0,58,3,1,0,6,0,0,0,0,0,1,0,2602,4391,110
0,1,0,0,0,57,2,0,4,4,0,0,0,0,0,0,1,843,5692,208
1,0,1,0,0,131,3,1,0,7,0,0,0,1,1,0,1,1535,1369,110
1,0,1,0,0,153,2,0,14,5,0,0,2,4,1,0,1,2602,816,110
0,1,0,0,0,52,3,0,0,5,0,0,0,0,0,1,0,2602,5751,208
1,1,1,0,0,172,2,2,5,7,0,0,1,2,1,0,1,1911,4615,110
0,0,0,0,0,33,3,0,0,2,0,0,0,0,0,0,1,2892,1126,266
0,1,0,0,0,52,3,0,2,4,0,0,0,0,0,0,1,2602,3831,110
0,1,0,0,0,36,2,0,0,3,0,0,0,0,0,1,0,2602,5113,110
0,0,0,0,0,20,2,0,0,2,0,0,0,0,0,1,0,2312,3872,266
1,0,0,0,0,89,2,3,0,9,0,0,0,0,0,0,1,255,1153,192
0,0,0,0,0,25,2,0,0,3,0,0,0,0,0,0,1,2602,597,110
1,0,0,0,0,89,2,0,0,8,0,0,0,0,0,1,0,2602,5618,110
1,1,0,0,0,15,1,0,0,3,0,0,0,0,0,1,0,1535,70,179
1,0,0,0,0,39,3,0,0,6,0,0,0,0,0,1,0,1268,2122,149
0,1,0,0,0,27,2,0,0,3,0,0,0,0,0,0,1,2602,5681,110
0,0,0,0,0,29,2,0,0,3,0,0,0,0,0,1,0,2602,3804,110
0,1,0,0,0,58,2,2,0,5,0,0,0,0,0,0,1,2602,4528,110
0,1,0,0,0,83,2,0,5,4,0,0,0,0,0,0,1,2602,4344,195
1,0,0,0,0,43,3,1,0,6,0,0,0,0,0,1,0,2804,1858,159
0,0,0,0,0,79,2,6,0,4,0,0,0,0,0,1,0,490,5554,108
0,0,0,0,0,29,3,0,0,4,0,0,0,0,0,1,0,2736,1126,165
0,1,0,0,0,50,3,0,0,3,0,0,0,0,0,0,1,2602,4675,208
1,0,0,0,0,64,2,1,0,9,0,0,0,0,0,1,0,2602,4507,67
1,0,0,0,0,155,4,2,1,10,0,0,0,0,0,0,1,1535,3224,110
0,0,0,0,0,25,2,0,0,2,0,0,0,0,0,1,0,2329,5319,110
0,0,0,0,0,78,2,0,0,8,0,0,0,0,0,0,1,2602,4365,110
0,1,0,0,0,50,2,0,1,4,0,0,0,0,0,0,1,843,5692,208
1,1,0,0,0,54,5,0,0,3,0,0,0,0,0,1,0,3033,427,110
1,1,0,0,0,29,2,0,0,4,0,0,0,0,0,1,0,1535,665,130
0,0,0,0,0,20,2,0,0,2,0,0,0,0,0,1,0,1512,2824,264
1,1,0,0,0,53,2,0,0,6,0,0,0,0,0,1,0,2602,2945,110
0,0,0,0,0,24,2,0,0,3,0,0,0,0,0,0,1,2602,113,228
0,1,0,0,0,98,4,0,1,6,0,0,0,0,0,0,1,2602,1813,136
1,1,0,0,0,19,1,1,0,3,0,0,0,0,0,1,0,1535,1220,71
1,1,1,0,0,82,2,0,0,6,0,0,0,1,1,0,1,774,2154,110
1,0,0,0,0,93,1,2,0,9,0,0,0,0,0,1,0,1535,1229,130
0,1,0,0,0,55,2,2,0,4,0,0,0,0,0,1,0,2602,4709,110
0,0,0,0,0,21,2,0,0,2,0,0,0,0,0,1,0,3024,119,110
0,0,0,0,0,19,1,0,0,3,0,0,0,0,0,0,1,1535,1525,147
1,0,0,0,0,40,2,1,0,5,0,0,0,0,0,1,0,2602,2736,110
0,1,0,0,0,43,3,0,0,5,0,0,0,0,0,1,0,843,153,228
1,0,0,0,0,41,2,0,0,5,0,0,0,0,0,1,0,2602,3210,110
1,1,1,0,0,113,3,0,1,5,0,0,0,1,1,0,1,1564,4615,110
0,1,0,0,0,137,3,0,1,4,0,0,0,0,0,0,1,2602,3888,110
1,0,0,0,0,45,4,0,0,5,0,0,0,0,0,1,0,190,1142,110
1,0,0,0,0,40,2,1,0,3,0,0,0,0,0,1,0,1722,3017,110
0,0,0,0,0,31,3,0,0,3,0,0,0,0,0,0,1,2924,1153,88
1,0,0,0,0,33,2,0,0,5,0,0,0,0,0,1,0,2580,1126,165
1,1,0,0,0,81,1,1,0,7,0,0,0,4,0,0,1,1535,4077,110
0,1,0,0,0,69,2,5,0,5,0,0,0,0,0,1,0,2602,4274,110
0,0,0,0,0,45,2,0,0,3,0,0,0,0,0,0,1,2602,4499,208
1,0,0,0,0,38,2,1,0,3,0,0,0,0,0,0,1,528,5503,68
0,0,0,0,0,25,3,0,0,3,0,0,0,0,0,1,0,2780,1126,204
1,1,0,0,0,40,3,1,0,4,0,0,0,0,0,1,0,2602,860,208
0,1,0,0,0,66,1,6,0,3,0,0,0,0,0,1,0,1535,2873,110
0,1,0,0,0,46,3,0,0,3,0,0,0,0,0,1,0,2602,1799,110
0,0,0,0,0,23,2,1,0,3,0,0,0,0,0,0,1,2602,545,113
0,1,1,0,0,90,3,0,1,3,0,0,3,4,1,0,1,499,1153,124
1,1,0,0,0,21,1,0,0,3,0,0,0,0,0,0,1,1535,5051,171
0,1,0,0,0,52,2,1,0,4,0,0,0,0,0,0,1,2602,3317,110
1,0,0,0,0,32,3,1,0,3,0,0,0,0,0,1,0,2954,1161,106
0,1,0,0,0,60,3,4,0,3,0,0,0,0,0,1,0,2602,3157,110
1,0,0,0,0,85,7,1,0,3,0,0,0,0,0,1,0,1767,68,231
0,1,0,0,0,40,2,0,0,3,0,0,0,0,0,0,1,2602,3738,110
1,1,1,0,0,122,2,0,2,6,0,0,2,3,1,0,1,1870,3927,123
1,0,0,0,0,43,2,3,0,3,0,0,0,0,0,1,0,1762,752,80
1,0,0,0,0,40,3,1,0,3,0,0,0,0,0,0,1,1902,269,110
0,0,0,0,0,21,1,0,0,3,0,0,0,0,0,0,1,1535,3455,91
0,0,0,0,0,38,2,0,0,3,0,0,0,0,0,1,0,2602,3183,110
1,1,0,0,0,36,2,0,0,4,0,0,0,0,0,1,0,1535,4244,110
1,1,1,1,0,77,3,0,0,5,1,0,0,1,1,0,1,1535,1809,110
1,0,0,0,0,86,2,2,0,6,0,0,0,0,0,1,0,1131,1,110
1,1,0,0,0,48,3,3,0,4,0,0,0,0,0,1,0,2602,1178,110
1,0,0,0,0,39,3,1,0,3,0,0,0,0,0,1,0,2985,69,110
1,1,0,0,0,46,4,0,0,3,0,0,0,0,0,1,0,2927,5542,228
0,1,0,0,0,31,2,0,0,4,0,0,0,0,0,1,0,2602,3276,110
1,1,1,1,0,66,5,0,0,3,1,0,0,1,1,1,0,1321,2895,110
0,1,1,0,0,557,5,24,7,5,0,0,9,10,1,0,1,1402,3357,110
1,0,0,0,0,55,2,4,0,3,0,0,0,0,0,0,1,1178,5832,110
1,0,1,0,0,44,2,1,0,3,0,0,0,0,1,0,1,2588,409,171
1,1,0,0,0,111,2,4,0,6,0,0,0,0,0,1,0,1535,1179,110
0,1,0,0,0,38,2,0,1,4,0,0,0,0,0,0,1,843,5692,208
0,0,0,0,0,27,2,0,0,3,0,0,0,0,0,0,1,2602,673,110
0,1,0,0,0,52,2,1,0,5,0,0,0,0,0,1,0,2602,5624,110
1,1,0,0,0,129,2,4,0,5,0,0,0,0,0,1,0,1535,2309,110
0,0,0,0,0,28,2,0,0,3,0,0,0,0,0,0,1,2602,3395,110
1,1,1,0,0,131,5,1,2,4,0,0,2,3,1,0,1,2946,1542,110
0,0,0,0,0,19,2,0,0,3,0,0,0,0,0,1,0,2602,569,228
0,1,0,0,0,97,2,6,0,7,0,0,0,0,0,0,1,2602,1319,110
1,0,0,0,0,56,1,1,0,7,0,0,0,0,0,1,0,1535,4282,110
1,0,1,0,0,39,1,0,0,4,0,0,0,1,1,1,0,1535,4021,110
1,1,1,0,0,153,5,2,1,3,0,0,0,1,1,1,0,1729,427,110
0,1,0,0,0,40,2,0,0,3,0,0,0,0,0,1,0,2602,5113,110
0,1,0,0,0,48,2,0,0,6,0,0,0,0,0,1,0,2602,3963,110
0,0,0,0,0,35,2,0,0,3,0,0,0,0,0,0,1,2602,805,110
1,0,0,0,0,45,2,0,0,6,0,0,0,0,0,1,0,1527,923,214
0,1,0,0,0,38,2,1,0,3,0,0,0,0,0,1,0,1535,5252,110
0,0,0,0,0,17,2,0,0,2,0,0,0,0,0,1,0,1998,1153,142
1,1,0,0,0,70,5,2,0,4,0,0,0,0,0,0,1,92,427,110
1,1,0,0,0,45,2,0,0,4,0,0,0,0,0,1,0,1083,1126,266
0,1,0,0,0,50,2,0,1,4,0,0,0,0,0,1,0,2344,5686,110
1,0,0,0,0,23,2,0,0,3,0,0,0,0,0,0,1,1963,893,127
1,1,0,0,0,55,2,1,0,3,0,0,0,0,0,1,0,970,4211,110
1,1,0,0,0,47,2,0,0,5,0,0,0,0,0,1,0,1535,2168,110
